Customer Identity,First Policy´s Year,Customer Age,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
7397,1978,55,1 - Basic,4601,1,1,-72.44,1.09,497.65,-30.55,53.01,16.56,16.89
7398,1987,26,2 - High School,2987,1,0,-12.33,0.99,169.92,407.30,117.80,78.46,157.25
7399,1983,18,1 - Basic,2800,3,1,24.12,0.93,49.12,127.25,128.69,87.24,282.50
7400,1978,79,3 - BSc/MSc,7085,4,0,470.53,0.31,188.59,137.80,220.82,92.35,76.79
7401,1982,47,4 - PhD,4645,1,1,478.65,0.30,508.54,128.90,66.79,4.89,10.00
7402,1978,53,3 - BSc/MSc,5740,4,1,265.73,0.61,176.70,195.60,169.92,143.36,61.79
7403,1982,32,2 - High School,3556,1,1,0.67,0.96,193.37,45.00,218.93,42.12,125.58
7404,1992,42,3 - BSc/MSc,4949,4,1,-40.67,1.02,401.41,108.90,159.14,11.78,3.89
7405,1997,16,1 - Basic,1730,1,0,472.97,0.42,62.68,330.05,283.61,83.46,105.24
7406,1983,68,3 - BSc/MSc,6832,4,0,62.57,0.87,200.26,98.35,315.06,47.12,10.78
7407,1988,69,2 - High School,5526,4,0,-25.00,1.00,181.59,3.90,177.81,94.13,115.80
7408,1981,60,3 - BSc/MSc,5700,4,1,334.86,0.41,244.27,57.80,178.70,57.79,73.68
7409,1997,22,2 - High School,1594,1,1,596.44,0.47,146.14,717.90,76.68,200.26,42.34
7410,1979,45,3 - BSc/MSc,3631,4,1,-49.00,1.04,549.88,-10.00,46.12,4.00,2.00
7411,1994,17,1 - Basic,2172,1,0,80.24,0.91,109.13,692.90,195.48,85.35,81.46
7412,1993,72,3 - BSc/MSc,7820,4,0,271.61,0.59,296.61,156.70,223.93,42.34,6.78
7413,1983,67,3 - BSc/MSc,6424,1,0,302.18,0.42,339.51,-15.00,209.04,14.78,17.67
7414,1984,60,3 - BSc/MSc,7121,1,1,387.30,0.35,382.85,63.35,161.03,7.78,21.67
7415,1993,61,3 - BSc/MSc,6445,2,1,29.79,0.91,255.16,43.90,226.71,87.46,10.89
7416,1990,39,3 - BSc/MSc,4220,3,1,425.65,0.26,495.65,50.00,80.46,-7.00,-8.00
7417,1983,37,3 - BSc/MSc,3203,4,0,445.20,0.34,243.38,157.25,172.92,69.68,69.57
7418,1982,64,2 - High School,6948,4,1,63.35,0.91,157.03,536.20,253.38,8.78,68.68
7419,1984,76,3 - BSc/MSc,8601,2,0,-47.67,1.03,215.04,117.80,303.39,22.67,23.34
7420,1987,25,1 - Basic,3585,4,1,486.20,0.48,156.92,511.20,258.16,6.89,53.79
7421,1977,50,3 - BSc/MSc,6978,1,1,-21.11,0.99,501.65,89.45,69.68,3.89,11.89
7422,1984,75,2 - High School,9229,4,0,-10.33,0.98,157.25,117.80,306.17,103.13,9.89
7423,1994,25,2 - High School,2744,3,1,120.25,0.88,145.25,833.50,151.03,86.46,16.56
7424,1979,40,1 - Basic,3289,3,1,554.54,0.25,392.74,212.25,107.13,36.23,25.45
7425,1992,78,3 - BSc/MSc,7457,3,0,207.93,0.64,254.38,63.90,290.61,11.67,21.45
7426,1978,56,3 - BSc/MSc,5315,4,1,-4.11,0.97,470.20,10.00,113.02,6.00,4.89
7427,1992,21,3 - BSc/MSc,1717,1,1,-25.00,1.00,131.58,221.15,269.94,64.79,82.46
7428,1986,52,2 - High School,5750,4,1,152.80,0.75,423.97,177.80,70.57,28.56,23.34
7429,1984,75,2 - High School,7808,4,1,117.36,0.78,207.15,65.00,137.36,64.79,164.70
7430,1989,34,3 - BSc/MSc,4316,4,1,57.46,0.88,276.83,141.15,178.81,23.67,82.46
7431,1995,65,3 - BSc/MSc,6293,4,1,451.31,0.20,440.86,3.90,101.13,42.34,6.89
7432,1979,41,3 - BSc/MSc,4871,4,1,66.46,0.87,244.60,122.80,207.26,31.34,97.24
7433,1984,56,2 - High School,4708,4,1,83.24,0.84,136.58,112.80,286.72,91.24,62.90
7434,1990,35,3 - BSc/MSc,3870,1,1,201.70,0.71,214.82,226.70,143.47,184.48,4.89
7435,1987,25,3 - BSc/MSc,3172,1,1,7.34,0.94,337.62,9.45,161.03,45.12,32.34
7436,1977,74,2 - High School,8199,3,0,847.17,0.21,98.35,642.35,101.13,134.58,131.47
7437,1994,44,2 - High School,4749,1,1,140.92,0.83,63.68,511.20,262.16,56.01,109.91
7438,1989,17,1 - Basic,2401,4,0,734.24,0.36,78.68,717.90,199.15,147.25,41.34
7439,1977,75,3 - BSc/MSc,7657,4,0,359.29,0.37,348.40,35.00,166.81,28.34,27.45
7440,1984,46,3 - BSc/MSc,3730,3,1,589.55,0.09,525.10,104.45,52.01,-6.00,-1.00
7441,1995,81,2 - High School,7564,1,0,87.80,0.84,237.60,161.70,262.16,37.34,11.56
7442,1993,31,3 - BSc/MSc,4426,1,1,240.37,0.61,237.60,94.45,274.83,40.12,26.56
7443,1984,51,3 - BSc/MSc,5707,4,1,27.78,0.92,560.66,55.00,26.45,-1.11,10.00
7444,1995,48,4 - PhD,3817,4,1,-137.00,1.21,520.10,-55.00,58.01,-1.00,
7445,1986,63,2 - High School,5339,4,1,368.29,0.47,246.49,152.80,234.71,49.12,55.12
7446,1980,67,4 - PhD,6416,3,1,466.76,0.29,495.87,104.45,92.35,-0.11,-2.00
7447,1986,60,3 - BSc/MSc,5626,4,1,243.17,0.54,321.17,-15.55,223.82,20.56,37.45
7448,1989,70,2 - High School,6338,4,0,222.27,0.74,164.81,485.65,182.48,82.46,35.12
7449,1979,28,1 - Basic,2266,4,1,867.49,0.27,155.92,801.25,119.69,91.24,61.90
7450,1996,36,1 - Basic,3149,1,1,411.86,0.57,104.02,535.10,212.15,98.24,75.57
7451,1979,52,2 - High School,5496,3,1,374.98,0.30,320.84,18.35,133.36,60.79,36.34
7452,1992,57,1 - Basic,6221,4,0,151.92,0.71,144.36,19.45,176.81,100.02,176.92
7453,1986,55,2 - High School,6438,1,0,77.57,0.85,502.65,108.90,68.79,3.89,-5.11
7454,1974,72,1 - Basic,,1,0,40.90,0.95,46.01,779.60,214.04,96.13,65.90
7455,1992,58,4 - PhD,6516,1,1,574.77,0.16,420.97,143.35,102.02,35.45,10.89
7456,1992,33,3 - BSc/MSc,1646,1,1,-25.00,1.00,363.18,112.80,143.25,11.67,42.34
7457,1977,35,3 - BSc/MSc,4826,4,1,72.01,0.85,409.30,84.45,151.25,5.78,6.78
7458,1980,50,4 - PhD,5580,3,1,-26.00,1.00,539.10,60.00,52.01,-1.00,1.00
7459,1974,64,3 - BSc/MSc,7120,2,0,-51.45,1.03,185.48,364.50,277.83,26.45,33.34
7460,1980,22,1 - Basic,1670,4,1,-14.44,0.99,26.34,182.25,175.81,165.81,181.59
7461,1978,63,3 - BSc/MSc,6762,4,0,531.54,0.37,217.04,339.50,162.81,81.57,78.68
7462,1995,70,3 - BSc/MSc,7294,1,0,-30.55,1.01,294.39,-5.55,217.82,,65.90
7463,1992,56,3 - BSc/MSc,6201,1,0,79.24,0.83,338.84,10.00,154.03,94.24,
7464,1986,33,2 - High School,2185,4,1,148.48,0.79,218.93,256.15,302.50,9.89,35.56
7465,1997,53,2 - High School,4776,3,1,-34.00,1.01,366.18,102.25,101.13,45.12,54.12
7466,1991,36,2 - High School,3370,4,1,-39.78,1.02,407.30,118.90,147.14,0.89,14.78
7467,1994,78,3 - BSc/MSc,7948,3,0,325.97,0.40,342.62,13.35,202.26,27.45,-5.00
7468,1989,36,3 - BSc/MSc,2859,4,1,-72.00,1.08,522.10,-50.00,54.12,11.89,14.89
7469,1981,51,2 - High School,6617,1,0,403.86,0.38,428.86,123.90,116.80,10.78,7.89
7470,1989,26,3 - BSc/MSc,733,2,1,136.81,0.78,98.13,190.60,299.50,83.57,63.68
7471,,67,,6422,4,0,261.50,0.66,213.82,323.95,197.26,37.34,74.79
7472,1976,16,1 - Basic,2772,4,0,398.08,0.32,19.56,43.35,158.14,235.60,167.92
7473,1978,33,3 - BSc/MSc,3736,1,0,268.27,0.64,363.18,295.05,116.80,30.34,1.78
7474,1978,61,2 - High School,7191,4,0,359.52,0.49,325.73,248.95,126.69,20.56,38.23
7475,,52,4 - PhD,4395,2,,-90.00,1.12,561.66,-50.00,24.45,-4.00,11.00
7476,1988,57,3 - BSc/MSc,6298,2,1,400.87,0.32,338.62,87.25,148.14,31.45,20.45
7477,1994,48,1 - Basic,4706,2,1,233.27,0.75,132.58,563.45,210.04,57.90,67.79
7478,1975,28,2 - High School,2791,1,1,-139.91,1.11,180.81,614.00,182.48,48.01,66.90
7479,1979,36,3 - BSc/MSc,3483,4,1,-5.55,0.97,470.09,19.45,93.13,4.00,14.89
7480,1994,27,3 - BSc/MSc,3399,4,1,4.12,0.96,278.72,305.60,213.04,22.45,6.67
7481,1994,52,3 - BSc/MSc,7162,4,1,367.74,0.40,342.51,73.90,132.58,83.46,23.67
7482,1990,42,3 - BSc/MSc,6286,3,1,447.99,0.19,472.20,-5.55,82.46,11.89,26.56
7483,1989,52,4 - PhD,5033,1,1,28.90,0.91,517.21,68.90,49.12,-5.00,2.00
7484,1981,67,2 - High School,6188,1,1,583.46,0.29,261.16,347.30,208.26,4.89,39.34
7485,1991,24,3 - BSc/MSc,3037,4,1,159.37,0.82,184.37,516.20,183.70,49.12,70.57
7486,1986,76,2 - High School,8867,1,0,57.91,0.86,214.82,-10.55,226.82,63.90,93.46
7487,1977,30,1 - Basic,2428,4,1,-109.35,1.10,227.93,293.40,205.04,49.01,35.34
7488,1984,55,2 - High School,5158,4,1,408.20,0.39,312.06,151.70,157.14,53.90,30.56
7489,1985,73,3 - BSc/MSc,7745,1,0,455.09,0.39,229.60,251.15,264.16,36.23,-0.22
7490,1981,68,2 - High School,7238,4,0,395.09,0.35,344.40,92.25,179.70,16.56,13.89
7491,1980,44,3 - BSc/MSc,3803,2,1,5.11,0.95,511.43,45.00,72.68,3.89,11.00
7492,1978,36,2 - High School,2766,4,1,143.03,0.76,215.15,151.15,293.50,33.34,13.78
7493,1979,22,3 - BSc/MSc,2529,1,0,199.26,0.68,277.72,132.80,199.37,9.89,91.46
7494,1992,24,3 - BSc/MSc,3521,4,1,98.69,0.86,93.24,349.50,333.62,30.45,71.79
7495,1975,39,3 - BSc/MSc,3605,4,1,474.20,0.30,313.95,152.80,209.04,18.78,13.67
7496,1983,69,3 - BSc/MSc,7332,1,0,83.02,0.84,180.48,133.35,303.39,37.23,35.23
7497,1977,41,3 - BSc/MSc,5288,3,1,413.29,0.33,351.40,75.00,211.93,6.78,11.89
7498,1995,55,1 - Basic,6291,1,0,-98.35,1.11,300.50,49.45,177.81,54.90,67.90
7499,1980,73,3 - BSc/MSc,8075,2,0,-5.22,0.97,372.85,13.90,157.03,6.78,26.56
7500,1985,32,4 - PhD,2198,4,1,-2.44,0.97,268.05,231.70,252.27,2.89,25.45
7501,1976,66,3 - BSc/MSc,6069,4,1,265.39,0.54,231.71,68.35,262.94,74.68,-8.00
7502,1977,39,3 - BSc/MSc,4405,4,1,-61.34,1.05,430.86,122.80,74.68,36.34,12.56
7503,1990,26,2 - High School,2081,2,1,321.51,0.57,184.48,273.95,179.70,67.79,94.24
7504,1989,72,2 - High School,6442,1,0,416.10,0.53,256.27,465.10,166.92,62.90,-8.00
7505,1988,19,2 - High School,2385,1,1,155.60,0.75,153.03,180.60,153.14,217.04,28.67
7506,1993,26,3 - BSc/MSc,2136,1,1,55.78,0.89,297.39,123.90,233.71,48.12,5.00
7507,1985,24,3 - BSc/MSc,2927,1,1,506.00,0.37,184.70,317.85,235.60,41.34,69.79
7508,1982,22,1 - Basic,1710,3,0,956.40,0.18,37.23,741.80,172.92,92.35,147.25
7509,1987,33,2 - High School,4164,4,1,370.52,0.41,340.51,112.80,156.92,58.01,-1.00
7510,1980,54,4 - PhD,5065,1,1,-65.00,1.06,520.43,84.45,66.68,-2.00,-12.00
7511,1979,79,2 - High School,10042,1,0,-25.00,1.00,237.71,241.15,237.60,40.34,49.12
7512,1986,50,3 - BSc/MSc,5216,2,1,505.56,0.08,539.99,-15.55,33.45,-0.11,21.78
7513,1992,69,4 - PhD,7410,4,0,67.68,0.86,262.94,98.35,266.05,17.67,5.67
7514,1981,43,3 - BSc/MSc,4328,4,1,590.55,0.06,552.77,75.00,37.34,-1.11,-10.00
7515,1977,24,3 - BSc/MSc,1441,4,1,-30.78,1.01,74.79,220.05,322.95,77.68,80.57
7516,1996,77,4 - PhD,9210,1,0,486.10,0.14,498.65,19.45,66.79,12.89,-0.22
7517,1980,22,1 - Basic,1199,4,0,-25.00,1.00,85.57,431.75,205.15,118.91,102.02
7518,1990,41,3 - BSc/MSc,5519,1,1,490.21,0.18,525.21,25.00,60.90,9.89,10.00
7519,1993,69,3 - BSc/MSc,7543,4,0,114.37,0.81,144.47,180.60,351.51,41.23,19.67
7520,1981,35,2 - High School,2808,4,1,419.19,0.40,168.70,177.25,301.50,80.46,17.78
7521,1988,31,3 - BSc/MSc,3474,4,1,-36.78,1.02,297.39,73.35,193.26,43.23,31.45
7522,1988,65,3 - BSc/MSc,7191,4,0,363.75,0.42,225.82,146.15,284.72,16.78,
7523,1983,24,2 - High School,2685,1,1,-286.16,1.22,15.56,731.80,84.46,88.46,261.16
7524,1978,49,3 - BSc/MSc,6064,4,1,-57.00,1.05,513.54,15.00,89.46,-2.00,-10.00
7525,1975,67,3 - BSc/MSc,5261,4,0,266.50,0.64,320.06,241.70,177.70,21.67,50.23
7526,1978,36,3 - BSc/MSc,2721,4,0,-41.22,1.03,470.20,-5.00,107.02,7.89,-3.11
7527,1989,55,2 - High School,6342,4,1,-10.33,0.98,319.84,205.05,139.36,19.56,34.23
7528,1978,64,2 - High School,6014,4,1,113.03,0.79,277.83,78.35,226.82,34.23,25.45
7529,1996,74,2 - High School,7584,4,1,-60.56,1.06,270.94,87.25,209.04,17.56,53.12
7530,1988,70,3 - BSc/MSc,8562,1,0,-25.00,1.00,196.48,501.20,229.71,21.67,61.90
7531,1986,80,1 - Basic,7165,1,0,232.94,0.66,219.71,202.25,252.38,38.23,44.23
7532,1994,30,4 - PhD,1982,1,1,268.72,0.53,303.50,39.45,268.83,2.00,9.78
7533,1991,76,2 - High School,7087,3,0,55.24,0.89,138.47,142.25,349.62,24.45,62.01
7534,1988,72,3 - BSc/MSc,8459,1,0,-16.33,0.99,361.40,78.90,208.26,8.89,-0.22
7535,1984,35,1 - Basic,3359,1,1,322.18,0.57,217.82,264.50,196.48,18.56,101.24
7536,1990,42,3 - BSc/MSc,3034,3,1,-20.22,0.99,489.98,30.00,75.46,4.78,3.78
7537,1980,47,3 - BSc/MSc,5079,4,1,52.46,0.88,415.08,93.35,137.58,1.89,17.78
7538,1997,59,2 - High School,6943,1,1,0.68,0.96,392.85,48.35,160.03,22.67,16.78
7539,1990,20,2 - High School,2206,4,1,362.86,0.58,190.48,401.75,275.94,16.67,30.56
7540,1993,34,3 - BSc/MSc,2173,2,1,175.37,0.69,200.37,87.25,269.94,69.79,19.56
7541,1986,70,3 - BSc/MSc,7119,1,0,36.24,0.90,318.95,48.35,226.82,1.89,14.78
7542,1988,44,2 - High School,4488,3,1,1.67,0.97,286.61,457.85,122.69,78.57,26.67
7543,1988,25,1 - Basic,3697,2,1,-105.57,1.07,98.24,686.80,106.02,166.81,80.57
7544,1977,62,2 - High School,7835,4,1,1049.32,0.16,196.37,877.95,129.58,38.23,34.23
7545,1979,66,4 - PhD,6923,4,1,-34.00,1.01,334.73,177.80,184.48,24.56,33.56
7546,1978,46,3 - BSc/MSc,4578,4,1,270.28,0.60,315.95,192.25,177.59,20.67,36.34
7547,1979,46,2 - High School,3933,4,1,-32.11,1.01,465.20,98.35,85.35,-0.11,6.78
7548,1989,50,3 - BSc/MSc,5954,4,0,503.54,0.23,509.65,93.90,64.68,4.00,14.89
7549,1982,29,3 - BSc/MSc,3191,4,1,-25.33,1.00,257.27,171.70,275.72,23.67,-0.11
7550,1980,45,3 - BSc/MSc,4049,3,1,41.01,0.90,477.09,79.45,90.24,4.89,-6.11
7551,1983,61,3 - BSc/MSc,5702,4,1,322.29,0.40,325.84,19.45,200.15,17.56,15.56
7552,1990,47,3 - BSc/MSc,5159,4,1,-2.32,0.96,513.32,23.90,41.12,12.78,-7.00
7553,1989,40,3 - BSc/MSc,5587,1,1,330.96,0.46,387.63,78.90,165.92,15.78,15.89
7554,1988,37,2 - High School,3621,4,1,482.33,0.39,210.15,312.85,240.38,44.23,28.56
7555,1988,76,3 - BSc/MSc,9572,3,0,74.80,0.84,333.62,78.35,191.37,6.00,21.45
7556,1979,69,3 - BSc/MSc,8607,3,0,215.49,0.63,145.14,73.90,245.27,83.35,95.35
7557,1988,75,2 - High School,8791,3,0,548.77,0.42,163.92,496.20,217.04,19.56,86.35
7558,1980,43,3 - BSc/MSc,4392,4,1,116.13,0.79,417.19,108.90,111.80,34.23,-2.00
7559,1993,67,1 - Basic,6475,3,1,117.36,0.85,214.15,446.75,148.14,61.90,80.46
7560,1974,76,2 - High School,8821,2,0,290.05,0.62,98.13,315.05,346.40,30.34,49.12
7561,1993,38,3 - BSc/MSc,2422,1,1,392.86,0.35,440.75,54.45,140.47,-4.00,14.89
7562,1996,36,4 - PhD,3434,3,1,-36.56,1.02,434.97,93.90,116.69,5.78,5.78
7563,1991,49,2 - High School,4145,4,1,-36.78,1.02,482.09,49.45,74.57,11.78,22.67
7564,1988,75,3 - BSc/MSc,8829,1,0,281.06,0.53,321.95,83.35,245.49,1.89,-7.00
7565,1989,75,1 - Basic,8299,3,0,-128.02,1.12,184.37,392.85,200.26,103.02,6.78
7566,1995,58,2 - High School,5326,1,1,426.18,0.43,221.93,217.25,265.05,35.23,47.23
7567,1992,78,1 - Basic,7768,4,0,17.12,0.97,66.68,1194.10,249.38,29.45,12.67
7568,1996,54,1 - Basic,4132,3,1,-78.01,1.08,419.19,84.45,111.91,9.89,43.12
7569,1980,49,3 - BSc/MSc,6134,2,1,-55.00,1.05,527.10,-30.00,49.12,1.89,15.89
7570,1982,38,3 - BSc/MSc,2858,3,1,42.34,0.90,397.74,64.45,190.48,5.89,3.00
7571,1986,36,1 - Basic,2379,4,1,36.01,0.91,262.05,117.25,241.49,31.45,29.56
7572,1981,26,1 - Basic,3349,4,1,50.68,0.92,151.03,421.20,184.59,81.35,75.68
7573,1984,55,2 - High School,7609,2,1,-145.91,1.17,198.37,141.70,253.38,35.45,85.46
7574,1993,51,2 - High School,4702,4,1,349.42,0.34,427.19,-20.55,123.69,28.56,11.67
7575,1980,34,3 - BSc/MSc,3805,2,1,318.73,0.41,326.84,9.45,219.04,22.56,5.67
7576,1990,42,1 - Basic,3741,4,1,371.97,0.48,247.49,220.05,221.93,33.45,37.12
7577,1976,24,3 - BSc/MSc,3548,3,1,-73.01,1.06,246.49,256.15,260.27,9.89,38.12
7578,1975,26,1 - Basic,3419,3,1,103.69,0.81,42.34,93.90,189.59,128.69,224.60
7579,1980,55,3 - BSc/MSc,3990,4,1,-48.22,1.04,534.99,29.45,37.23,4.89,-6.11
7580,1980,19,2 - High School,2097,3,1,11.34,0.97,66.79,874.60,155.25,30.45,183.59
7581,1986,58,3 - BSc/MSc,7514,4,0,56.35,0.86,266.83,20.00,140.47,81.35,81.35
7582,1983,24,2 - High School,3293,1,1,4.67,0.96,219.82,269.50,201.15,35.23,64.90
7583,1975,59,1 - Basic,6032,4,1,162.37,0.77,249.27,255.05,135.47,61.90,100.35
7584,1978,43,1 - Basic,4862,3,1,17.24,0.93,322.84,-0.55,217.82,25.45,17.89
7585,1990,54,2 - High School,4975,1,1,567.12,0.07,450.64,87.80,44.12,10.67,43.01
7586,1980,29,3 - BSc/MSc,2719,4,1,463.43,0.31,329.95,136.70,179.59,19.67,41.45
7587,1982,65,4 - PhD,6224,4,1,492.98,0.33,323.84,216.70,184.70,10.78,33.34
7588,1983,56,2 - High School,6280,3,1,211.49,0.71,301.50,278.95,168.70,40.34,24.67
7589,1975,63,2 - High School,7237,1,0,-220.81,1.27,134.47,191.15,241.49,171.81,-12.00
7590,1987,47,2 - High School,4355,2,1,364.74,0.32,406.30,13.90,115.69,19.56,16.56
7591,1978,44,3 - BSc/MSc,4396,4,1,-51.89,1.05,557.66,0.00,31.45,8.89,-9.00
7592,1977,64,3 - BSc/MSc,6232,4,0,756.15,0.30,198.48,632.90,190.37,40.34,50.23
7593,1988,63,2 - High School,4788,4,1,366.75,0.47,240.60,210.05,187.37,22.56,81.46
7594,1978,32,3 - BSc/MSc,3165,4,1,-102.77,1.14,434.75,-30.55,124.80,16.67,1.89
7595,1978,64,4 - PhD,7022,2,0,-15.22,0.99,332.62,78.90,215.04,23.67,13.89
7596,1984,54,3 - BSc/MSc,4668,1,1,150.48,0.76,367.96,186.15,130.69,36.34,10.67
7597,1984,26,3 - BSc/MSc,1862,4,0,44.92,0.87,111.80,-20.55,88.35,183.59,184.37
7598,1986,17,1 - Basic,2231,3,1,1143.11,0.16,67.79,991.30,148.14,7.89,168.92
7599,1983,44,3 - BSc/MSc,4020,3,1,-4.77,0.97,457.64,4.45,122.69,15.78,2.00
7600,1980,67,3 - BSc/MSc,7161,3,0,23.23,0.94,260.05,254.50,209.93,49.12,0.89
7601,1980,22,2 - High School,2723,4,1,-16.22,0.99,150.25,265.60,281.83,8.78,98.02
7602,1995,35,2 - High School,3369,4,1,1180.88,0.12,136.47,958.50,111.02,26.45,137.36
7603,1991,69,3 - BSc/MSc,6118,4,1,473.53,0.49,260.05,501.20,185.48,15.78,18.45
7604,1977,27,1 - Basic,2715,1,1,432.42,0.44,121.69,279.50,240.60,61.79,118.02
7605,1996,53,2 - High School,6401,4,1,440.30,0.32,178.70,118.90,219.82,83.35,84.35
7606,1990,20,3 - BSc/MSc,2434,1,0,-28.00,1.00,60.79,225.60,267.94,-3.00,217.15
7607,1976,75,3 - BSc/MSc,9037,4,1,-19.66,0.99,413.30,54.45,130.47,41.34,-12.00
7608,1990,66,2 - High School,6729,4,1,364.17,0.54,150.03,340.05,173.70,70.57,119.69
7609,1989,40,3 - BSc/MSc,3287,3,1,-30.55,1.01,450.64,53.35,118.80,-1.11,-1.11
7610,1990,33,3 - BSc/MSc,3804,4,1,-9.33,0.98,327.84,211.70,191.37,15.67,2.78
7611,1985,54,2 - High School,5869,1,1,453.22,0.13,511.32,-5.55,58.79,-6.00,-8.00
7612,1991,19,2 - High School,2595,4,0,203.26,0.65,51.23,69.45,148.25,275.72,116.91
7613,1990,44,3 - BSc/MSc,4968,1,1,38.90,0.90,391.63,63.90,157.03,10.89,5.78
7614,1997,24,1 - Basic,2619,2,0,86.80,0.91,50.01,879.60,151.03,111.80,96.24
7615,1993,41,3 - BSc/MSc,5028,2,1,334.96,0.36,368.07,3.90,200.26,-0.11,-8.00
7616,1995,29,2 - High School,3909,4,1,179.27,0.76,113.80,357.30,234.71,91.24,61.79
7617,1976,52,1 - Basic,4538,4,1,390.43,0.26,504.43,-40.00,72.79,6.89,15.89
7618,1989,67,3 - BSc/MSc,6703,3,0,263.61,0.62,320.06,197.25,194.48,24.45,31.45
7619,1982,57,3 - BSc/MSc,6454,1,1,-41.11,1.03,498.65,39.45,77.57,-7.00,-2.11
7620,1988,54,3 - BSc/MSc,6515,4,1,69.23,0.86,461.20,104.45,102.24,2.89,-5.11
7621,1974,68,2 - High School,6541,4,0,103.26,0.77,126.47,-40.55,255.38,168.81,39.34
7622,1993,57,2 - High School,6021,3,1,699.92,0.40,173.59,799.60,91.24,74.68,64.57
7623,1974,47,3 - BSc/MSc,4569,1,1,41.79,0.90,514.43,53.90,61.90,3.89,9.00
7624,1998,30,2 - High School,3453,1,1,277.06,0.53,144.14,83.90,261.16,55.90,102.02
7625,1975,73,2 - High School,8095,4,0,-10.76,0.98,153.14,18.35,359.29,47.01,-4.11
7626,1993,62,3 - BSc/MSc,6328,3,0,358.74,0.46,404.41,143.35,146.25,20.67,
7627,1990,78,3 - BSc/MSc,8282,3,1,245.41,0.46,393.52,-60.00,173.81,0.89,-3.11
7628,1984,47,3 - BSc/MSc,4651,3,1,414.44,0.20,510.54,-35.55,62.90,5.89,2.89
7629,1994,37,2 - High School,3661,4,1,2.56,0.96,504.54,49.45,74.68,6.89,-5.00
7630,1977,48,1 - Basic,5192,4,1,14.23,0.95,430.86,206.70,53.90,39.23,5.67
7631,1979,32,3 - BSc/MSc,2826,4,1,296.95,0.54,321.95,123.35,194.37,32.34,25.67
7632,1978,68,2 - High School,7097,3,0,499.43,0.26,328.73,167.25,133.36,26.45,54.90
7633,1996,70,3 - BSc/MSc,7328,4,0,398.29,0.46,243.60,226.70,272.05,25.45,21.56
7634,1981,50,3 - BSc/MSc,5949,1,1,17.45,0.93,533.99,54.45,31.34,15.78,12.00
7635,1991,48,2 - High School,4636,1,1,31.45,0.91,503.43,49.45,53.90,1.89,8.89
7636,1991,39,2 - High School,3065,4,1,-149.80,1.14,185.48,413.40,199.15,62.90,61.90
7637,1985,74,4 - PhD,8375,1,0,-76.34,1.08,269.16,132.25,239.38,43.12,-4.11
7638,1995,65,3 - BSc/MSc,5732,1,0,11.13,0.94,335.73,23.35,211.15,12.78,22.67
7639,1979,28,2 - High School,2149,3,1,-70.12,1.05,315.28,373.95,123.80,45.12,65.90
7640,1978,69,3 - BSc/MSc,7798,3,0,126.81,0.77,245.27,102.80,228.60,63.90,29.56
7641,1984,69,3 - BSc/MSc,7850,1,0,482.55,0.24,416.30,87.25,144.25,6.00,10.00
7642,1988,32,3 - BSc/MSc,3242,3,1,260.50,0.65,246.38,299.50,236.71,-1.00,40.12
7643,1993,69,3 - BSc/MSc,7845,2,1,467.54,0.24,385.74,78.35,149.36,30.34,1.89
7644,1994,53,3 - BSc/MSc,4862,3,1,350.07,0.45,375.07,113.35,167.81,10.67,16.78
7645,1990,57,3 - BSc/MSc,6864,4,0,18.23,0.93,191.48,107.25,282.61,43.23,29.23
7646,1977,41,4 - PhD,3740,3,1,-38.00,1.02,525.32,14.45,64.79,4.00,9.00
7647,1987,21,1 - Basic,2090,1,1,231.28,0.59,67.68,67.80,104.02,188.48,198.26
7648,1982,73,2 - High School,8382,4,0,3.45,0.96,366.96,127.25,150.14,3.89,24.56
7649,1986,50,1 - Basic,5112,1,1,34.01,0.90,433.86,39.45,126.69,14.67,4.89
7650,1981,64,3 - BSc/MSc,6740,4,1,466.53,0.26,411.30,93.90,133.58,13.67,11.67
7651,1984,46,3 - BSc/MSc,5615,4,1,311.74,0.45,298.61,52.80,237.49,14.67,7.67
7652,1979,75,2 - High School,9072,4,0,358.40,0.58,191.48,383.40,212.93,50.12,74.79
7653,1974,63,3 - BSc/MSc,6703,1,0,545.65,0.33,245.60,325.05,144.25,135.36,2.78
7654,1984,23,3 - BSc/MSc,1024,4,1,-71.34,1.07,214.15,138.35,304.28,50.12,3.78
7655,1989,57,3 - BSc/MSc,6542,1,1,-9.00,0.98,412.30,64.45,107.91,23.45,39.45
7656,1989,65,2 - High School,6219,1,0,527.77,0.45,120.69,540.10,280.72,12.67,59.90
7657,1980,68,3 - BSc/MSc,5773,4,0,262.72,0.54,267.83,59.45,193.48,60.90,41.01
7658,1983,19,1 - Basic,2769,1,0,272.17,0.65,98.35,289.50,227.82,118.80,111.13
7659,1982,24,3 - BSc/MSc,1704,1,0,767.26,0.26,121.80,594.00,213.93,58.90,76.46
7660,1982,71,3 - BSc/MSc,6517,2,0,492.98,0.42,217.93,363.95,228.82,11.78,75.68
7661,1994,26,3 - BSc/MSc,2918,3,1,424.43,0.38,56.90,200.05,191.37,192.48,80.35
